0.000000000000000000e+00,nan
1.000000000000000021e-02,nan
2.000000000000000042e-02,nan
2.999999999999999889e-02,nan
4.000000000000000083e-02,nan
5.000000000000000278e-02,nan
5.999999999999999778e-02,nan
7.000000000000000666e-02,nan
8.000000000000000167e-02,nan
8.999999999999999667e-02,nan
1.000000000000000056e-01,nan
1.100000000000000006e-01,nan
1.199999999999999956e-01,nan
1.300000000000000044e-01,nan
1.400000000000000133e-01,nan
1.499999999999999944e-01,nan
1.600000000000000033e-01,nan
1.700000000000000122e-01,nan
1.799999999999999933e-01,nan
1.900000000000000022e-01,nan
2.000000000000000111e-01,nan
2.099999999999999922e-01,nan
2.200000000000000011e-01,nan
2.300000000000000100e-01,nan
2.399999999999999911e-01,nan
2.500000000000000000e-01,nan
2.600000000000000089e-01,nan
2.700000000000000178e-01,nan
2.800000000000000266e-01,nan
2.899999999999999800e-01,nan
2.999999999999999889e-01,nan
3.099999999999999978e-01,nan
3.200000000000000067e-01,nan
3.300000000000000155e-01,nan
3.400000000000000244e-01,nan
3.500000000000000333e-01,nan
3.599999999999999867e-01,nan
3.699999999999999956e-01,nan
3.800000000000000044e-01,nan
3.900000000000000133e-01,nan
4.000000000000000222e-01,nan
4.100000000000000311e-01,nan
4.199999999999999845e-01,nan
4.299999999999999933e-01,nan
4.400000000000000022e-01,nan
4.500000000000000111e-01,nan
4.600000000000000200e-01,nan
4.700000000000000289e-01,nan
4.799999999999999822e-01,nan
4.899999999999999911e-01,nan
5.000000000000000000e-01,nan
5.100000000000000089e-01,nan
5.200000000000000178e-01,nan
5.300000000000000266e-01,nan
5.400000000000000355e-01,nan
5.500000000000000444e-01,nan
5.600000000000000533e-01,nan
5.700000000000000622e-01,nan
5.799999999999999600e-01,nan
5.899999999999999689e-01,nan
5.999999999999999778e-01,nan
6.099999999999999867e-01,nan
6.199999999999999956e-01,nan
6.300000000000000044e-01,nan
6.400000000000000133e-01,nan
6.500000000000000222e-01,nan
6.600000000000000311e-01,nan
6.700000000000000400e-01,nan
6.800000000000000488e-01,nan
6.900000000000000577e-01,nan
7.000000000000000666e-01,nan
7.099999999999999645e-01,nan
7.199999999999999734e-01,nan
7.299999999999999822e-01,nan
7.399999999999999911e-01,nan
7.500000000000000000e-01,nan
7.600000000000000089e-01,nan
7.700000000000000178e-01,nan
7.800000000000000266e-01,nan
7.900000000000000355e-01,nan
8.000000000000000444e-01,nan
8.100000000000000533e-01,nan
8.200000000000000622e-01,nan
8.300000000000000711e-01,nan
8.399999999999999689e-01,nan
8.499999999999999778e-01,nan
8.599999999999999867e-01,nan
8.699999999999999956e-01,nan
8.800000000000000044e-01,nan
8.900000000000000133e-01,nan
9.000000000000000222e-01,nan
9.100000000000000311e-01,nan
9.200000000000000400e-01,nan
9.300000000000000488e-01,nan
9.400000000000000577e-01,nan
9.500000000000000666e-01,nan
9.599999999999999645e-01,1.164764723997180340e-03
9.699999999999999734e-01,1.229785457887544453e-03
9.799999999999999822e-01,1.152046385583860300e-03
9.899999999999999911e-01,1.275804251026801950e-03
1.000000000000000000e+00,1.363060508076996413e-03
1.010000000000000009e+00,1.129900841040143433e-03
1.020000000000000018e+00,1.097473644338986531e-03
1.030000000000000027e+00,1.288509493260425742e-03
1.040000000000000036e+00,1.252965633528502210e-03
1.050000000000000044e+00,1.063695136805709041e-03
1.060000000000000053e+00,1.063594482460405999e-03
1.070000000000000062e+00,9.210612273442553288e-04
1.080000000000000071e+00,1.326071521380534080e-03
1.090000000000000080e+00,1.188026912846362748e-03
1.100000000000000089e+00,1.205214721151204316e-03
1.110000000000000098e+00,1.076700617470782717e-03
1.120000000000000107e+00,9.484616623509634081e-04
1.130000000000000115e+00,1.017761148553120165e-03
1.140000000000000124e+00,7.755372111784009093e-04
1.150000000000000133e+00,6.926940617408838818e-04
1.159999999999999920e+00,7.332512360955778519e-04
1.169999999999999929e+00,8.604175659749913052e-04
1.179999999999999938e+00,1.070605905953092574e-03
1.189999999999999947e+00,1.158497332382157907e-03
1.199999999999999956e+00,1.180896648957041606e-03
1.209999999999999964e+00,9.578240580878638610e-04
1.219999999999999973e+00,1.103578755269341016e-03
1.229999999999999982e+00,8.044603843135877952e-04
1.239999999999999991e+00,7.119371701533871999e-04
1.250000000000000000e+00,9.370075108814379661e-04
1.260000000000000009e+00,9.401207644361697646e-04
1.270000000000000018e+00,7.415341858278967635e-04
1.280000000000000027e+00,8.103843466871207823e-04
1.290000000000000036e+00,9.387146721644423764e-04
1.300000000000000044e+00,5.652964771609703121e-04
1.310000000000000053e+00,5.451422487747770163e-04
1.320000000000000062e+00,7.993976950366743495e-04
1.330000000000000071e+00,1.041982862431733992e-03
1.340000000000000080e+00,6.950859650072249707e-04
1.350000000000000089e+00,7.192530603761237984e-04
1.360000000000000098e+00,6.464210847212381594e-04
1.370000000000000107e+00,8.320173991611667930e-04
1.380000000000000115e+00,7.688758767363523816e-04
1.390000000000000124e+00,6.271561855872853641e-04
1.400000000000000133e+00,9.310764576024865846e-04
1.409999999999999920e+00,8.933439271090470868e-04
1.419999999999999929e+00,4.264250196979180174e-04
1.429999999999999938e+00,6.896074441593569304e-04
1.439999999999999947e+00,9.241076972203998707e-04
1.449999999999999956e+00,8.050049570460515724e-04
1.459999999999999964e+00,3.520941548267320087e-04
1.469999999999999973e+00,5.693779684756705706e-04
1.479999999999999982e+00,9.576186134914177472e-04
1.489999999999999991e+00,8.982119697609203257e-04
1.500000000000000000e+00,6.090797264133307465e-04
1.510000000000000009e+00,6.263906078676217959e-04
1.520000000000000018e+00,7.740308985717536672e-04
1.530000000000000027e+00,6.415708219567051174e-04
1.540000000000000036e+00,6.952504687043337128e-04
1.550000000000000044e+00,4.825935657553070968e-04
1.560000000000000053e+00,5.379582674582827906e-04
1.570000000000000062e+00,4.640926587735627606e-04
1.580000000000000071e+00,2.286955199959361806e-04
1.590000000000000080e+00,1.579794446706639377e-04
1.600000000000000089e+00,1.159857417967202764e-04
1.610000000000000098e+00,3.931753881520894112e-04
1.620000000000000107e+00,4.135153681017467164e-04
1.630000000000000115e+00,2.945048570093256046e-04
1.640000000000000124e+00,4.569219454009232351e-04
1.650000000000000133e+00,2.906184639264175473e-04
1.660000000000000142e+00,2.286532294755172501e-04
1.669999999999999929e+00,4.015063624658310459e-04
1.679999999999999938e+00,4.273271935790745601e-04
1.689999999999999947e+00,5.435782457936522150e-04
1.699999999999999956e+00,4.935086490847062635e-04
1.709999999999999964e+00,3.009235901996198947e-04
1.719999999999999973e+00,1.771080424766147132e-04
1.729999999999999982e+00,7.996669481968865512e-05
1.739999999999999991e+00,1.652454404084124917e-04
1.750000000000000000e+00,5.207670029458988381e-04
1.760000000000000009e+00,5.043079405828709838e-04
1.770000000000000018e+00,5.508281314980933985e-04
1.780000000000000027e+00,1.975763947592579228e-04
1.790000000000000036e+00,7.715141930475510890e-05
1.800000000000000044e+00,1.964014767585897658e-04
1.810000000000000053e+00,3.848331566342899634e-04
1.820000000000000062e+00,2.163543994930794412e-04
1.830000000000000071e+00,-1.481260566125186529e-04
1.840000000000000080e+00,-2.507917854647212508e-04
1.850000000000000089e+00,-2.211897823709563227e-04
1.860000000000000098e+00,-1.694402790911597734e-04
1.870000000000000107e+00,1.279839776735514079e-05
1.880000000000000115e+00,-9.763690922226508917e-05
1.890000000000000124e+00,-2.051219950812699366e-04
1.900000000000000133e+00,-2.622966562912942834e-04
1.910000000000000142e+00,-2.020373752046333848e-04
1.919999999999999929e+00,-2.590221009246551631e-05
1.929999999999999938e+00,-1.020289916798811092e-04
1.939999999999999947e+00,-4.689721996631313061e-05
1.949999999999999956e+00,8.529912907562220425e-06
1.959999999999999964e+00,-1.795263812853775676e-04
1.969999999999999973e+00,-1.812198982730217622e-04
1.979999999999999982e+00,-2.075720543450731981e-04
1.989999999999999991e+00,-1.067756740379399716e-04
2.000000000000000000e+00,-2.394329213337709206e-04
2.010000000000000231e+00,-1.604340241082580221e-04
2.020000000000000018e+00,-1.442540056548757832e-04
2.030000000000000249e+00,-4.056472446584136193e-04
2.040000000000000036e+00,-4.228226111356869765e-04
2.049999999999999822e+00,-3.920757208399905380e-04
2.060000000000000053e+00,-2.037665661839271891e-04
2.069999999999999840e+00,-2.227014533350279990e-04
2.080000000000000071e+00,-1.999629361494337232e-04
2.089999999999999858e+00,-3.451931325890722491e-04
2.100000000000000089e+00,-3.353898891358397805e-04
2.109999999999999876e+00,-2.119466251383483879e-04
2.120000000000000107e+00,-6.740288722075771233e-04
2.129999999999999893e+00,-7.023221524645739677e-04
2.140000000000000124e+00,-5.467122602609286730e-04
2.149999999999999911e+00,-5.569902521497249737e-04
2.160000000000000142e+00,-5.391718736210693308e-04
2.169999999999999929e+00,-2.952152778578076564e-04
2.180000000000000160e+00,-4.058121667739333915e-04
2.189999999999999947e+00,-3.873534221776608888e-04
2.200000000000000178e+00,-6.621009249960785326e-04
2.209999999999999964e+00,-6.803092440774705096e-04
2.220000000000000195e+00,-7.132323487974989717e-04
2.229999999999999982e+00,-1.040308227986286305e-03
2.240000000000000213e+00,-1.020907943492521675e-03
2.250000000000000000e+00,-1.217383075023392713e-03
2.260000000000000231e+00,-7.646794820119762193e-04
2.270000000000000018e+00,-7.608747370688728751e-04
2.280000000000000249e+00,-8.757114704952551065e-04
2.290000000000000036e+00,-1.015897653565689396e-03
2.300000000000000266e+00,-1.353542210101643661e-03
2.310000000000000053e+00,-1.424198998802417293e-03
2.319999999999999840e+00,-1.541556549350731053e-03
2.330000000000000071e+00,-1.469797054783783530e-03
2.339999999999999858e+00,-1.437590639442487550e-03
2.350000000000000089e+00,-1.441078575219467695e-03
2.359999999999999876e+00,-1.516871701560451591e-03
2.370000000000000107e+00,-1.791920254305301441e-03
2.379999999999999893e+00,-1.877913550583865110e-03
2.390000000000000124e+00,-1.991630242887953983e-03
2.399999999999999911e+00,-2.012985224182473054e-03
2.410000000000000142e+00,-2.148443660991206094e-03
2.419999999999999929e+00,-2.150447928502829953e-03
2.430000000000000160e+00,-2.189785186494375147e-03
2.439999999999999947e+00,-2.204590221598468069e-03
2.450000000000000178e+00,-2.336355748277285649e-03
2.459999999999999964e+00,-2.306372852703186815e-03
2.470000000000000195e+00,-2.440745426462886947e-03
2.479999999999999982e+00,-2.318807465878203189e-03
2.490000000000000213e+00,-2.467172180384169522e-03
2.500000000000000000e+00,-2.382859148800098303e-03
2.510000000000000231e+00,-2.458121344328212388e-03
2.520000000000000018e+00,-2.943263943276930306e-03
2.530000000000000249e+00,-2.947853497444863358e-03
2.540000000000000036e+00,-3.022718901416698856e-03
2.550000000000000266e+00,-2.884956653117831671e-03
2.560000000000000053e+00,-2.923091944994626878e-03
2.569999999999999840e+00,-2.878692702062424225e-03
2.580000000000000071e+00,-3.138995753251161425e-03
2.589999999999999858e+00,-3.360970313715627711e-03
2.600000000000000089e+00,-3.261166964988015948e-03
2.609999999999999876e+00,-3.228157317348601119e-03
2.620000000000000107e+00,-3.245708722832807425e-03
2.629999999999999893e+00,-3.246215203046687314e-03
2.640000000000000124e+00,-3.498509363254465043e-03
2.649999999999999911e+00,-3.344606687611606510e-03
2.660000000000000142e+00,-3.289325055257807939e-03
2.669999999999999929e+00,-3.145256427186438053e-03
2.680000000000000160e+00,-3.164892766895355258e-03
2.689999999999999947e+00,-2.966556570901612844e-03
2.700000000000000178e+00,-2.794680998697951502e-03
2.709999999999999964e+00,-3.108924267010704234e-03
2.720000000000000195e+00,-3.272848209690759624e-03
2.729999999999999982e+00,-3.028540057908868377e-03
2.740000000000000213e+00,-2.921740575035913778e-03
2.750000000000000000e+00,-2.853633103611419308e-03
2.760000000000000231e+00,-2.666010271231256112e-03
2.770000000000000018e+00,-2.539116716210321201e-03
2.780000000000000249e+00,-2.736360095341949794e-03
2.790000000000000036e+00,-2.667261738540260829e-03
2.800000000000000266e+00,-2.820870944690745397e-03
2.810000000000000053e+00,-2.786538802511118185e-03
2.819999999999999840e+00,-2.663927751458405879e-03
2.830000000000000071e+00,-2.914225515932122867e-03
2.839999999999999858e+00,-2.815700437063028971e-03
2.850000000000000089e+00,-2.683018586795093974e-03
2.859999999999999876e+00,-2.760553163569712254e-03
2.870000000000000107e+00,-2.702963395925239709e-03
2.879999999999999893e+00,-2.910280446286717115e-03
2.890000000000000124e+00,-2.948537356392777475e-03
2.899999999999999911e+00,-3.096705660755039169e-03
2.910000000000000142e+00,-3.068937621915512892e-03
2.919999999999999929e+00,-2.914632503774328143e-03
2.930000000000000160e+00,-3.149180889463476518e-03
2.939999999999999947e+00,-3.044523631057671764e-03
2.950000000000000178e+00,-3.323832997014886104e-03
2.959999999999999964e+00,-3.305743356418977541e-03
2.970000000000000195e+00,-3.287528756730329071e-03
2.979999999999999982e+00,-3.301737534148418973e-03
2.990000000000000213e+00,-3.218874022485329611e-03
3.000000000000000000e+00,-3.350280724407128652e-03
3.010000000000000231e+00,-3.330465486842237866e-03
3.020000000000000018e+00,-3.492372919175368295e-03
3.030000000000000249e+00,-3.692485971165226921e-03
3.040000000000000036e+00,-3.593718216884922434e-03
3.050000000000000266e+00,-3.716247170871600503e-03
3.060000000000000053e+00,-3.689207124711324504e-03
3.070000000000000284e+00,-4.105113112275682319e-03
3.080000000000000071e+00,-4.297815663507731365e-03
3.089999999999999858e+00,-4.371184338599176655e-03
3.100000000000000089e+00,-4.239612170942819169e-03
3.109999999999999876e+00,-4.352689286913458133e-03
3.120000000000000107e+00,-4.470516835494264818e-03
3.129999999999999893e+00,-4.423394026040639027e-03
3.140000000000000124e+00,-4.486753554973854641e-03
3.149999999999999911e+00,-4.710285376603229324e-03
3.160000000000000142e+00,-4.731338722182787393e-03
